status,id,type,title,author_1,author_2,author_3,author_4,author_5,author_6,author_7,author_8,author_9,author_10,booktitle,editor_1,editor_2,editor_3,editor_4,editor_5,editor_6,editor_7,editor_8,editor_9,editor_10,journal,volume,issue,publisher,pages,year,main_theme,secondary_theme,lang,link,doi,publication_country,search_term,rest
matched,Nakayama_2020,incollection,Three Educational Approaches Responding to Globalization in Japan,"Nakayama, Aoi",,,,,,,,,,Global Citizenship Education,"Akkari, Abdeljalil"," Maleq, Kathrine",,,,,,,,,,,,Springer,45-55,2020,['Policy related research'],[],English,,10.1007/978-3-030-44617-8_4,,,
matched,Bagnall_2020,incollection,Global Citizenship Through the Lens of Indigenous Pedagogies in Australia and New Zealand. A Comparative Perspective,"Bagnall, Nigel","Moore, Sarah Jane",,,,,,,,,Global Citizenship Education,"Akkari, Abdeljalil"," Maleq, Kathrine",,,,,,,,,,,,Springer ,71-85,2020,['Non-formal education'],[],English,,10.1007/978-3-030-44617-8_6,,,
matched,Sagayar_2020,incollection,Citizenship Education in Niger: Challenges and Perspectives,"Sagayar, Moussa Mohamed",,,,,,,,,,Global Citizenship Education,"Akkari, Abdeljalil"," Maleq, Kathrine",,,,,,,,,,,,Springer ,89-98,2020,"['conceptual publications', 'Theoretical']","['Informal education including youth work, media', 'community work']",English,,10.1007/978-3-030-44617-8_7,,,
matched,Lauwerier_2020,incollection,Global Citizenship Education in West Africa: A Promising Concept?,"Lauwerier, Thibaut",,,,,,,,,,Global Citizenship Education,"Akkari, Abdeljalil"," Maleq, Kathrine",,,,,,,,,,,,Springer ,99-109,2020,"['conceptual publications', 'Theoretical']",[],English,,10.1007/978-3-030-44617-8_8,,,
matched,Karv_nkov__2016,incollection,Global Development Education: Czech Approach in the Spread of Global Awareness,"Karvánková, Petra","Popjaková, Dagmar","Kubelková, Jana","Skalická, Petra","Horejš, Pavel","Klučka, Štěpán","Martínková, Markéta","Kochánek, Martin",,,Current Topics in Czech and Central European Geography Education,Karvánková Petra,"Vančura, M.",Popjaková Dagmar,"Mládek, J.",,,,,,,,,,Springer,87-114,2016,['Policy related research'],[],English,https://www.springer.com/us/book/9783319436135,10.1007/978-3-319-43614-2_6,,,
matched,Lengelle_2017,incollection,Writing the Self for Reconciliation and Global Citizenship: The Inner Dialogue and Creative Voices for Cultural Healing,"Lengelle, Reinekke","Jardine, Charity","Bonnar, Charlene",,,,,,,,Cultural Psychology of Education,F. Meijers,H. Hermans,,,,,,,,,,,,Springer ,81-96,2017,"['conceptual publications', 'Theoretical']",[],English,https://link.springer.com/book/10.1007/978-3-319-62861-5#toc,10.1007/978-3-319-62861-5_6,,,
matched,Noh_2020,incollection,Global Citizenship Education in South Korea: The Roles of NGOs in Cultivating Global Citizens,"Noh, Jae-Eun",,,,,,,,,,The Palgrave Handbook of Citizenship and Education,"Peterson, Andrew","Stahl, Garth","Soong, Hannah",,,,,,,,,,,Springer ,359-374,2020,['Non-formal education'],[],English,,10.1007/978-3-319-67828-3_13,,,
matched,Yemini_2020,incollection,Discourses of Global Citizenship Education: The Influence of the Global Middle Classes,"Yemini, Miri","Maxwell, Claire",,,,,,,,,The Palgrave Handbook of Citizenship and Education,"Peterson, Andrew","Stahl, Garth","Soong, Hannah",,,,,,,,,,,Springer ,523-535,2020,"['community work', 'Informal education including youth work, media']",[],English,http://www.ascd.org/publications/books/120006.aspx,10.1007/978-3-319-67828-3_14,,,
matched,Maire_2020,incollection,Bringing the Citizen Back In: A Sociopolitical Approach to Global Citizenship Education,"Maire, Quentin",,,,,,,,,,The Palgrave Handbook of Citizenship and Education,"Bourn, Douglas",,,,,,,,,,,,,Springer ,649-663,2020,['Higher education research'],[],English,,10.1007/978-3-319-67828-3_52,,,
matched,Davies_2018,incollection,Youth Engagement and Citizenship in England,"Davies, Ian",,,,,,,,,,The Palgrave Handbook of Citizenship and Education,,,,,,,,,,,,,,Springer ,1-17,2018,"['community work', 'Informal education including youth work, media']",[],English,https://link.springer.com/referenceworkentry/10.1007%2F978-3-319-67905-1_1-1,10.1007/978-3-319-67905-1_1-1,,,
matched,Yemini_2018,incollection,Discourses of Global Citizenship Education: The Influence of the Global Middle Classes,"Yemini, Miri","Maxwell, Claire",,,,,,,,,The Palgrave Handbook of Citizenship and Education,,,,,,,,,,,,,,Springer ,1-14,2018,"['conceptual publications', 'Theoretical']",[],English,https://link.springer.com/referenceworkentry/10.1007/978-3-319-67905-1_14-1,10.1007/978-3-319-67905-1_14-1,,,
matched,Peterson_2018,incollection,Education for Youth Civic and Political Action in Australia,"Peterson, Andrew","Black, Rosalyn","Walsh, Lucas",,,,,,,,The Palgrave Handbook of Citizenship and Education,,,,,,,,,,,,,,Springer ,1-15,2018,"['conceptual publications', 'Theoretical']",[],English,https://link.springer.com/referenceworkentry/10.1007/978-3-319-67905-1_7-1,10.1007/978-3-319-67905-1_7-1,,,
matched,Yonemura_2018,incollection,Teaching About Migrants and Refugees of West African Countries: UNESCO's Experience and Recommendations for Educationists and Educators,"Yonemura, Akemi",,,,,,,,,,Refugees and Migrants in Law and Policy,,,,,,,,,,,,,,Springer ,261-293,2018,"['training of trainers', 'Teacher education']",[],English,https://link.springer.com/chapter/10.1007/978-3-319-72159-0_11,10.1007/978-3-319-72159-0_11,,,
matched,Wintersteiner_2018,incollection,Citizens of “Homeland Earth.” UNESCO on the Road to “Global Citizenship Education”: The Refugee Example,"Wintersteiner, Werner",,,,,,,,,,Refugees and Migrants in Law and Policy,,,,,,,,,,,,,,Springer ,835-862,2018,['Policy related research'],[],English,https://link.springer.com/chapter/10.1007/978-3-319-72159-0_35,10.1007/978-3-319-72159-0_35,,,
matched,Wintersteiner_2018,incollection,Citizens of “Homeland Earth.” UNESCO on the Road to “Global Citizenship Education”: The Refugee Example,"Wintersteiner, Werner",,,,,,,,,,Refugees and Migrants in Law and Policy,"Wintersteiner, Werner",,,,,,,,,,,,,Springer ,835-862,2018,"['community work', 'Informal education including youth work, media']",[],English,https://www.springer.com/us/book/9783319721583,10.1007/978-3-319-72159-0_35,,,
matched,Henderson_2018,incollection,The Global Citizen: Exploring Intercultural Collaborations and the Lived Experience of Australian and Malaysian Students During a Short-Term Study Tour in Malaysia,"Henderson, Deborah","Tangen, Donna","Alford, Jennifer","Hepple, Erika","Alwi, Amyzar","Shaari, Zaira Abu Hassan","Alwi, Aliza",,,,The Globalisation of Higher Education,,,,,,,,,,,,,,Springer ,307-319,2018,"['educational partnerships', 'International Volunteering, study visits']",['Higher education research'],English,https://link.springer.com/chapter/10.1007%2F978-3-319-74579-4_19,10.1007/978-3-319-74579-4_19,,,
matched,Henderson_2018,incollection,The Global Citizen: Exploring Intercultural Collaborations and the Lived Experience of Australian and Malaysian Students During a Short-Term Study Tour in Malaysia,"Henderson, Deborah","Tangen, Donna","Alford, Jennifer","Hepple, Erika","Alwi, Amyzar","Shaari, Zaira Abu Hassan","Alwi, Aliza",,,,The Globalisation of Higher Education,,,,,,,,,,,,,,Springer,307-319,2018,['Higher education research'],[],English,https://link.springer.com/chapter/10.1007%2F978-3-319-74579-4_19,10.1007/978-3-319-74579-4_19,,,
matched,Ferguson_Patrick_2018,incollection,"The 4Cs of Global Education for Teacher Education Students: Culture, Confidence, Context, and Crowded Curriculum","Ferguson-Patrick, Kate","Reynolds, Ruth","Macqueen, Suzanne",,,,,,,,The Globalisation of Higher Education,,,,,,,,,,,,,,Springer ,427-442,2018,"['training of trainers', 'Teacher education']",[],English,https://link.springer.com/chapter/10.1007%2F978-3-319-74579-4_26,10.1007/978-3-319-74579-4_26,,,
matched,Hopkin_2018,incollection,"Geography, Global Citizenship and Global Learning in the UK","Hopkin, John","Kitchen, Rebecca",,,,,,,,,Geography Education for Global Understanding,"Demirci, Ali","González, Rafael de Miguel","Bednarz,Sarah Witham",,,,,,,,,,,Springer ,193-203,2018,['Formal Education'],[],English,https://www.springer.com/gb/book/9783319772158,10.1007/978-3-319-77216-5_16,,,
matched,Sharma_2018,incollection,The Practice of Value-Creating Global Citizenship Education,"Sharma, Namrata",,,,,,,,,,Value-Creating Global Citizenship Education,,,,,,,,,,,,,,Springer ,89-114,2018,"['conceptual publications', 'Theoretical']",[],English,https://link.springer.com/chapter/10.1007%2F978-3-319-78244-7_6,10.1007/978-3-319-78244-7_6,,,
matched,Isac_2018,incollection,Teaching Tolerance in a Globalized World: An Introduction,"Isac, Maria Magdalena","Sandoval-Hernández, Andrés","Miranda, Daniel",,,,,,,,IEA Research for Education,,,,,,,,,,,,,,Springer ,1-10,2018,"['conceptual publications', 'Theoretical']",['Formal Education'],English,https://www.springer.com/gb/book/9783319786919,10.1007/978-3-319-78692-6_1,,,
matched,Isac_2018,incollection,Teaching Tolerance in a Globalized World: An Introduction,"Isac, Maria Magdalena","Sandoval-Hernández, Andrés","Miranda, Daniel",,,,,,,,IEA Research for Education,,,,,,,,,,,,,,Springer ,1-10,2018,['Formal Education'],[],English,https://www.springer.com/gb/book/9783319786919,10.1007/978-3-319-78692-6_1,,,
matched,Gebbels_2018,incollection,Using International School Partnerships to Promote Ocean Literacy,"Gebbels, Susan",,,,,,,,,,Exemplary Practices in Marine Science Education,,,,,,,,,,,,,,Springer,225-240,2018,"['educational partnerships', 'International Volunteering, study visits']",[],English,https://link.springer.com/book/10.1007/978-3-319-90778-9,10.1007/978-3-319-90778-9_14,,,
matched,Rosen_2018,incollection,Real World Survivor: Simulating Poverty to Teach Human Rights and Sustainable Development,"Rosen, Amanda M.",,,,,,,,,,Human Rights in Higher Education,Kingston Lindsey N.,,,,,,,,,,,,,Springer ,97-112,2018,['Non-formal education'],['Higher education research'],English,https://www.palgrave.com/de/book/9783319914206#aboutBook,10.1007/978-3-319-91421-3_6,,,
matched,Rosen_2018,incollection,Real World Survivor: Simulating Poverty to Teach Human Rights and Sustainable Development,"Rosen, Amanda M.",,,,,,,,,,Human Rights in Higher Education,Kingston Lindsey N.,,,,,,,,,,,,,Springer,97-112,2018,['Higher education research'],[],English,https://www.palgrave.com/de/book/9783319914206#aboutBook,10.1007/978-3-319-91421-3_6,,,
matched,Sexton_2018,incollection,Using Campus Resources and Problem-Based Learning to Prepare Students to Become Global Citizens,"Sexton, Danny",,,,,,,,,,Humanistic Pedagogy Across the Disciplines,"Traver, Amy E.",D. Leshem,,,,,,,,,,,,Springer ,273-290,2018,"['community work', 'Informal education including youth work, media']",[],English,https://link.springer.com/chapter/10.1007/978-3-319-95025-9_16,10.1007/978-3-319-95025-9_16,,,
matched,Peterson_2018,incollection,Asia Literacy and the Globally Oriented Citizen: Framing the Moral Dimension of Educating for Asia Literacy,"Peterson, Andrew",,,,,,,,,,Asia Literacy in a Global World,,,,,,,,,,,,,,Springer,37-51,2018,"['conceptual publications', 'Theoretical']",[],English,,10.1007/978-981-13-1068-3_4,,,
matched,Sharma_2018,incollection,Impact of Globalization on Education in India: Towards Global Standards or Cultural Imperialism?,"Sharma, Anshu","Joshi, Ankur",,,,,,,,,The Globalization Conundrum—Dark Clouds behind the Silver Lining,"Chakrabarti, G.","Sen, C.",,,,,,,,,,,,Springer,257-265,2018,"['conceptual publications', 'Theoretical']",[],English,https://link.springer.com/chapter/10.1007%2F978-981-13-1727-9_15,10.1007/978-981-13-1727-9_15,,,
matched,Sharma_2018,incollection,Impact of Globalization on Education in India: Towards Global Standards or Cultural Imperialism?,"Sharma, Anshu","Joshi, Ankur",,,,,,,,,The Globalization Conundrum—Dark Clouds behind the Silver Lining,"Chakrabarti, G.","Sen, C.",,,,,,,,,,,,Springer ,257-265,2018,"['conceptual publications', 'Theoretical']",[],English,,10.1007/978-981-13-1727-9_15,,,
matched,Kitamura_2019,incollection,Safety Education from the Perspective of Education for Sustainable Development (ESD),"Kitamura, Yuto",,,,,,,,,,"Education in the Asia-Pacific Region: Issues, Concerns and Prospects","Kitamura, Yuto","Omomo, T.","Katsuno, M.",,,,,,,,,,,Springer ,221-237,2019,['Non-formal education'],[],English,https://www.springer.com/gb/book/9789811326301,10.1007/978-981-13-2632-5_14,,,
matched,Sun_2020,incollection,Towards a Common Framework for Global Citizenship Education: A Critical Review of UNESCO's Conceptual Framework of Global Citizenship Education,"Sun, Xiaodan",,,,,,,,,,Education and Mobilities,"Zhu, X.","Li, Jiayong","Li, Mang","Liu, Q.","Starkey, Hugh",,,,,,,,,Springer ,263-277,2020,"['conceptual publications', 'Theoretical']",[],English,https://www.researchgate.net/profile/Maria-Kambouri/publication/340945977_Supporting_a_SEN_School_and_the_Teachers_in_Creating_an_App_for_Language_Development/links/5f31b3c1458515b729154309/Supporting-a-SEN-School-and-the-Teachers-in-Creating-an-App-for-Language-Development.pdf#page=265,10.1007/978-981-13-9031-9_15,,,
matched,Andreotti_2016,incollection,Critical Education and Postcolonialism,"Andreotti, Vanessa de Oliveira","De Souza, Lynn Mario T. M.",,,,,,,,,Encyclopedia of Educational Philosophy and Theory,"Peters,Michael A.",,,,,,,,,,,,,Springer ,1-6,2016,"['conceptual publications', 'Theoretical']",[],English,,10.1007/978-981-287-532-7_182-1,,,
matched,Peterson_2018,incollection,Global Citizenship Education in Australasia,"Peterson, Andrew","Milligan, Andrea","Wood, Bronwyn E.",,,,,,,,The Palgrave Handbook of Global Citizenship and Education,"Davies, Ian","Ho, Li-Ching","Kiwan, Dina","Peck, Carla L.","Peterson, Andrew","Sant, Edda","Waghid, Yusef",,,,,,,Palgrave Macmillan UK,3-20,2018,"['conceptual publications', 'Theoretical']",[],English,https://www.researchgate.net/publication/322397248_Global_Citizenship_Education_in_Australasia,10.1057/978-1-137-59733-5_1,,,
matched,Isaacs_2018,incollection,Internationalism in Global Citizenship and Education,"Isaacs, Tracey I.",,,,,,,,,,The Palgrave Handbook of Global Citizenship and Education,"Davies, Ian","Ho, Li-Ching","Kiwan, Dina","Peck, Carla L.","Peterson, Andrew","Sant, Edda","Waghid, Yusef",,,,,,,Palgrave Macmillan UK,149-163,2018,"['conceptual publications', 'Theoretical']",[],English,https://www.palgrave.com/gb/book/9781137597328?wt_mc=ThirdParty.SpringerLink.3.EPR653.About_eBook#otherversion=9781137597335,10.1057/978-1-137-59733-5_10,,,
matched,Soong_2018,incollection,Transnationalism in Education: Theoretical Discussions and the Implications for Teaching Global Citizenship Education,"Soong, Hannah",,,,,,,,,,The Palgrave Handbook of Global Citizenship and Education,"Davies, Ian","Ho, Li-Ching","Kiwan, Dina","Peck, Carla L.","Peterson, Andrew","Sant, Edda","Waghid, Yusef",,,,,,,Palgrave Macmillan UK,165-177,2018,"['conceptual publications', 'Theoretical']","['Teacher education', 'training of trainers']",English,https://www.palgrave.com/gp/book/9781137597328,10.1057/978-1-137-59733-5_11,,,
matched,Soong_2018,incollection,Transnationalism in Education: Theoretical Discussions and the Implications for Teaching Global Citizenship Education,"Soong, Hannah",,,,,,,,,,The Palgrave Handbook of Global Citizenship and Education,"Davies, Ian","Ho, Li-Ching","Kiwan, Dina","Peck, Carla L.","Peterson, Andrew","Sant, Edda","Waghid, Yusef",,,,,,,Palgrave Macmillan UK,165-177,2018,"['training of trainers', 'Teacher education']",[],English,https://www.palgrave.com/gp/book/9781137597328,10.1057/978-1-137-59733-5_11,,,
matched,Papastephanou_2018,incollection,Why Cosmopolitanism Needs Rethinking,"Papastephanou, Marianna",,,,,,,,,,The Palgrave Handbook of Global Citizenship and Education,"Davies, Ian","Ho, Li-Ching","Kiwan, Dina","Peck, Carla L.","Peterson, Andrew","Sant, Edda","Waghid, Yusef",,,,,,,Palgrave Macmillan UK,179-192,2018,"['conceptual publications', 'Theoretical']",[],English,https://www.palgrave.com/gp/book/9781137597328,10.1057/978-1-137-59733-5_12,,,
matched,Davids_2018,incollection,"Global Citizenship Education, Postcolonial Identities, and a Moral Imagination","Davids, Nuraan",,,,,,,,,,The Palgrave Handbook of Global Citizenship and Education,"Davies, Ian","Ho, Li-Ching","Kiwan, Dina","Peck, Carla L.","Peterson, Andrew","Sant, Edda","Waghid, Yusef",,,,,,,Palgrave Macmillan UK,193-207,2018,"['conceptual publications', 'Theoretical']",[],English,https://www.palgrave.com/de/book/9781137597328,10.1057/978-1-137-59733-5_13,,,
matched,Higgs_2018,incollection,Indigeneity and Global Citizenship Education: A Critical Epistemological Reflection,"Higgs, Philip",,,,,,,,,,The Palgrave Handbook of Global Citizenship and Education,"Davies, Ian","Ho, Li-Ching","Kiwan, Dina","Peck, Carla L.","Peterson, Andrew","Sant, Edda","Waghid, Yusef",,,,,,,Palgrave Macmillan UK,209-223,2018,"['conceptual publications', 'Theoretical']",[],English,https://www.palgrave.com/de/book/9781137597328?wt_mc=ThirdParty.SpringerLink.3.EPR653.About_eBook#otherversion=9781137597335,10.1057/978-1-137-59733-5_14,,,
matched,Sant_2018,incollection,Justice and Global Citizenship Education,"Sant, Edda","Lewis, Sue","Delgado, Sandra","Ross, E Wayne",,,,,,,The Palgrave Handbook of Global Citizenship and Education,"Davies, Ian","Ho, Li-Ching","Kiwan, Dina","Peck, Carla L.","Peterson, Andrew","Sant, Edda","Waghid, Yusef",,,,,,,Palgrave Macmillan UK,227-243,2018,"['conceptual publications', 'Theoretical']",[],English,https://www.palgrave.com/de/book/9781137597328,10.1057/978-1-137-59733-5_15,,,
