,type,title,author_1,author_2,author_3,author_4,author_5,author_6,author_7,author_8,author_9,author_10,year,publisher,main_theme,publisher_place,secondary_theme,lang,link,doi,publication_country,search_term,rest
1575,Doctoral Theses,Educación para la ciudadanía global en el bachillerato general mexicano. Un estudio de caso sobre la recontextualización del discurso oficial en el campo pedagógico.,"Peraza Sanginés, C.",,,,,,,,,,2015,Universidad Autónoma de Barcelona,['Formal Education'],,[],Spanish,https://www.educacion.gob.es/teseo/imprimirFicheroTesis.do?idFichero=zJwQX40N39k%3D,10.13140/RG.2.2.21608.39683,,CIUDADANÍA GLOBAL,
410,Doctoral Theses,The role of English in internationalisation and global citizenship identity in South Korean higher education (Doctor of Philosophy),"Cavanagh, C.",,,,,,,,,,2016,"University of Southampton, Southampton, UK",['Higher education research'],,[],English,http://eprints.soton.ac.uk/id/eprint/411813,10.13140/RG.2.2.21671.60328,,,
948,Doctoral Theses,"Space for a Change? An Exploration of Power, Privilege and Transformative Pedagogy in a Gap Year Education Programme in South America","Dalby, T.P.",,,,,,,,,,2017,School of International Development University of East Anglia,"['educational partnerships', 'International Volunteering, study visits']",,[],English,https://ueaeprints.uea.ac.uk/67811/1/Pablo_Dalby_PhD_Thesis_Final_Version.pdf,10.13140/RG.2.2.27475.22566,,,
1596,Doctoral Theses,La educación para el desarrollo en la universidad: análisis y alternativa,"Ruiz Ruiz, E.",,,,,,,,,,2015,Universidad de Salamanca,['Higher education research'],,[],Spanish,http://hdl.handle.net/10366/127877,10.14201/gredos.127877,,EDUCACIÓN PARA EL DESARROLLO,
1400,Doctoral Theses,Migrazioni e cittadinanza globale.  Uno studio sul significato del riconoscimento tra cultura e identità.,"Corvino, Isabella",,,,,,,,,,2017,Università di Bologna,['Policy related research'],,[],Italian,http://amsdottorato.unibo.it/8208/,10.6092/unibo/amsdottorato/8208,,,
1163,Doctoral Theses,The moral dimension of Global Citizenship Education in the Province of Trento. Perspectives and practices of lower secondary school teachers in a context of local and global policy changes (Doctoral of Philosophy).,"Franch, Sara",,,,,,,,,,2019,"Freie Universitat Bozen, Bolzano, Italy",['Formal Education'],,[],English,,http://doi.org/10.5040/9781350052369.ch-007,,,
1169,Doctoral Theses,Connecting the 'Local' and 'Global': Japanese Secondary School Students' Perceptions and Attitudes Towards the World (Doctoral of Philosophy),"Kukita, S. M.",,,,,,,,,,2019,"University College London, UK","['conceptual publications', 'Theoretical']",,['Formal Education'],English,,http://doi.org/10.5040/9781350052369.ch-008,,,
1180,Doctoral Theses,Perceptions and experiences of global citizenship education (Doctoral of Philosophy),"Saperstein, E.",,,,,,,,,,2019,"Northeastern University, Boston, USA","['conceptual publications', 'Theoretical']",,['Formal Education'],English,,http://doi.org/10.5040/9781350052369.ch-009,,,
1161,Doctoral Theses,"“Life is bigger than new york:” students of color, global competence, cosmopolitanism, and travel (Doctoral of Philosophy)","Desrosiers, A. P.",,,,,,,,,,2019,"Fordham University, Manhattan, US","['conceptual publications', 'Theoretical']",,[],English,,http://doi.org/10.5040/9781350052369.ch-011,,,
1176,Doctoral Theses,A global pedagogical method to global citizenship (Doctoral of Philosophy),"Reddy, Chris",,,,,,,,,,2019,"Creighton University, Omaha, USA","['conceptual publications', 'Theoretical']",,[],English,,http://doi.org/10.5040/9781350052369.ch-012,,,
2384,Doctoral Theses,Community college faculty internationalizing curriculum with a global perspective for competition in the global economy: A qualitative case study (Doctoral of Philosophy),"Fochier, M.",,,,,,,,,,2020,"Northcentral University, San Diego, US","['conceptual publications', 'Theoretical']",,['Formal Education'],English,,http://dx.doi.org/10.1080/00220272.2020.1727018,,,
413,Doctoral Theses,The Emergent Global Citizen: Cultivating Global Citizenship Identity and Engagement Within Soka Education (Doctor of Philosophy),"Sherman, P.D.",,,,,,,,,,2017,"Lancaster University, Lancaster, UK",['Higher education research'],,[],English,,http://dx.doi.org/10.17635/lancaster/thesis/43,,,
329,Report,"Assessing civic competency and engagement in higher education: Research background, frameworks, and directions for next‐generation assessment.  ETS Research Report Series","Torney-Purta, Judith V.","Cabrera, Julio","Roohr, Katrina Crotts","Liu, Ou Lydia","Rios, Joseph A.",,,,,,2015,,['Higher education research'],,[],English,,https://doi.org/10.1002/ets2.12081,,,
1183,Doctoral Theses,Locating the praxis of global learning: A paradigmatic case study (Doctoral of Philosophy),"Van Velzer, C. M.",,,,,,,,,,2019,"Azusa Pacific University, Los Angeles, USA","['conceptual publications', 'Theoretical']",,[],English,,https://doi.org/10.1007/978-3-030-18387-5,,,
1179,Doctoral Theses,The role of secondary education in promoting sustainable development in the caribbean and latin america (Doctoral of Philosophy),"Rose, R. N. R.",,,,,,,,,,2019,"Seton Hall University, New Jersey, USA","['conceptual publications', 'Theoretical']",,[],English,,https://doi.org/10.1007/978-981-13-1727-9_15,,,
2391,Doctoral Theses,Teachers’ perceptions and experiences with critical literacy (Doctor of Philosophy),"Gervais, J. J.",,,,,,,,,,2020,"Northeastern University, USA","['conceptual publications', 'Theoretical']",,[],English,,https://doi.org/10.1016/j.ijedudev.2019.102143,,,
1168,Doctoral Theses,THE INFLUENCE OF PHILOSOPHY FOR CHILDREN ON JAPANESE SECONDARY SCHOOL STUDENTS’SOCIOEMOTIONAL LEARNING (Doctoral theses),"Kitami, Y.",,,,,,,,,,2019,University of Hawaiʻi,"['conceptual publications', 'Theoretical']",,['Formal Education'],English,,https://doi.org/10.1108/S2055-364120190000016008,,,
1160,Doctoral Theses,A phenomenological case study of expanding global citizenry in northeast texas through study abroad opportunities (Doctoral of Philosophy),"Davis, J.",,,,,,,,,,2019,"Lamar University, Beaumont, US","['educational partnerships', 'International Volunteering, study visits']",,[],English,,https://doi.org/10.1163/9789004411944_003,,,
1167,Doctoral Theses,Global educational governance in practice: The UNESCO education for sustainable development project in china (Doctoral of Philosophy),"Han, Q.",,,,,,,,,,2019,"Indiana University, Indiana, US","['conceptual publications', 'Theoretical']",,[],English,,https://doi.org/10.1163/9789004411944_009,,,
1154,Doctoral Theses,Democratization during the Post Mao era. An Analysis of Citizenship Education in Chinese Universities (Doctoral of Philosophy).,"Bai, J.",,,,,,,,,,2019,"University College London, UK","['conceptual publications', 'Theoretical']",,['Higher education research'],English,,https://doi.org/10.1163/j.ctvrxk389,,,
1181,Doctoral Theses,Exploring global identities at the central idaho school: A critical ethnography (Doctoral of Philosophy),"Scales, C. A.",,,,,,,,,,2019,"WASHINGTON STATE UNIVERSITY, Pullman, USA","['conceptual publications', 'Theoretical']",,[],English,,https://doi.org/10.1163/j.ctvrxk389.6,,,
830,Report,"Character Education for 21st Century Global Citizens: Proceedings of the 2nd International Conference on Teacher Education and Professional Development (INCOTEPD 2017), October 21-22, 2017, Yogyakarta, Indonesia Macmillan","Retnowati, E.","Ghufron, A.","Kasiyan, M.","Ashadi, A. C. P.",,,,,,,2018,,"['training of trainers', 'Teacher education']",,[],English,,https://doi.org/10.1201/9781315104188,,,
2606,Doctoral Theses,Global citizens in the 21st-century classroom: A mixed-methods study of motivational aspects of global awareness (Doctoral of Philosophy),"Windorf, R. J.",,,,,,,,,,2020,Molloy College,['Formal Education'],,[],English,https://files.eric.ed.gov/fulltext/EJ1286295.pdf,https://doi.org/10.15700/saje.v40ns2a1782,,,
682,Doctoral Theses,The values of global citizenship education and implications for social justice,"Hatley, Jenny",,,,,,,,,,2018,Lancaster University,"['conceptual publications', 'Theoretical']",,[],English,,https://doi.org/10.17635/lancaster/thesis/351,,,
411,Doctoral Theses,Integrating global citizenship in undergraduate education (Doctor of Education),"Lamachia, J.",,,,,,,,,,2016,"Northeastern University, Boston, MA, USA",['Higher education research'],,[],English,http://hdl.handle.net/2047/D20222129,https://doi.org/10.17760/D20222129,,,
1210,Report,Global citizenship education for the rule of law: doing the right thing,UNESCO.,,,,,,,,,,2019,UNESCO,['Formal Education'],Paris,"['conceptual publications', 'Theoretical']",English,https://www.oecd-ilibrary.org/docserver/trends_edu-2019-en.pdf?expires=1583852285&id=id&accname=ocid195693&checksum=4EDFB1BF03BEBAFDA08C6051B2676A76,https://doi.org/10.1787/trends_edu-2019-en,,,
264,Doctoral Theses,Citizenship education: social science teachers' views in three European countries (Doctoral Dissertation),"Jeliazkova, M. I.",,,,,,,,,,2015,"University of Twente, Enschede, Netherlands",['Formal Education'],,[],English,,https://doi.org/10.3990/1.9789036540056,,,
1155,Doctoral Theses,Am I north american or south american? theorizing and studying living curricula of the global (Doctoral of Philosophy),"Beltran, A. C. D.",,,,,,,,,,2019,"Pennsylvania State University, Pennsylvania, US","['conceptual publications', 'Theoretical']",,['Formal Education'],English,,https://doi.org/10.4018/978-1-5225-7305-0.ch032,,,
1156,Doctoral Theses,Exploring global competencies for future educators: Investigating students' global competency level in teacher preparation programs - traditional versus global education (Doctoral of Philosophy),"Bordeianu, A. D.",,,,,,,,,,2019,"Oakland University, Michigan, US","['training of trainers', 'Teacher education']",,"['conceptual publications', 'Theoretical']",English,,https://doi.org/10.4324/9780429279171,,,
1157,Doctoral Theses,Human rights education in the united states: An analysis of 50 state social studies standards (Doctoral of Philosophy),"Carson, M.",,,,,,,,,,2019,University of Wisconsin,"['conceptual publications', 'Theoretical']",,[],English,,https://doi.org/10.4324/9780429279171,,,
1165,Doctoral Theses,Pedagogy for a globalized world: A case study of teacher perceptions on preparing youth for an interconnected world (Doctoral of Philosophy),"Guillot, M.",,,,,,,,,,2019,Drexel University,"['training of trainers', 'Teacher education']",,"['conceptual publications', 'Theoretical']",English,,https://doi.org/10.4324/9780429279171,,,
1172,Doctoral Theses,Developing a transformative vision of global education? : Unpacking education quality and learning in the policy formulation and content of sustainable development goal 4 (Doctoral of Philosophy),"Moriarty, K.",,,,,,,,,,2019,"University of Sussex, Brighton, UK",['Policy related research'],,"['conceptual publications', 'Theoretical']",English,,https://doi.org/10.4324/9780429279171,,,
1173,Doctoral Theses,Empowering children through a global education reading program (Doctoral of Philosophy),"Morrison, J. C.",,,,,,,,,,2019,"University of Toronto, Canada","['conceptual publications', 'Theoretical']",,['Non-formal education'],English,,https://doi.org/10.4324/9780429279171,,,
1174,Doctoral Theses,The impact of a global education program on the critical global awareness level of eighth grade students in a rural school in south carolina (Doctoral of Philosophy),"Mosneaguta, M.",,,,,,,,,,2019,"University of South Carolina, South Carolina, USA","['conceptual publications', 'Theoretical']",,[],English,,https://doi.org/10.4324/9780429279171,,,
1162,Doctoral Theses,Globalization of american college students: A study to evaluate the impact of foreign faculty in academia: A qualitative case study (Doctoral of Philosophy),"Dixon, T. D.",,,,,,,,,,2019,"Northcentral University, San Diego, US",['Higher education research'],,[],English,,https://doi.org/10.4324/9780429427053,,,
1164,Doctoral Theses,Understanding the perceived value of global learning experiences for doctoral leadership students (Doctoral of Philosophy),"Gross, Charles A. ",,,,,,,,,,2019,"Pepperdine University, Malibu, US","['conceptual publications', 'Theoretical']",,['Higher education research'],English,,https://doi.org/10.4324/9780429427053,,,
1175,Doctoral Theses,Theatre of the imagination : Exploring a pedagogic toolkit for creative development and global learning in primary education (Doctoral of Philosophy),"Pulley, R. M.",,,,,,,,,,2019,"Royal College of Art, London, UK","['conceptual publications', 'Theoretical']",,[],English,,https://doi.org/10.4324/9780429427053,,,
1159,Doctoral Theses,Learning in a changing climate: an ethnographic study from the Global South (Doctoral of Philosophy),"Chineka, R.",,,,,,,,,,2019,"University of Technology, Sydney, Australia",['Non-formal education'],,[],English,,https://doi.org/10.4324/9781315180397,,,
1166,Doctoral Theses,Jatsintaparini: Rooting intercultural education in communal pedagogies in the P'urhépecha region (Doctoral of Philosophy),"Gutierrez, M.",,,,,,,,,,2019,University of California,"['conceptual publications', 'Theoretical']",,[],English,,https://doi.org/10.4324/9781315180397,,,
1170,Doctoral Theses,Keeping it cool: Approaching global climate change as a socioscientific issue to support science teachers looking to address the NGSS (Doctoral of Philosophy),"Le, Kelley Tuong-Vy",,,,,,,,,,2019,University of California,"['training of trainers', 'Teacher education']",,"['conceptual publications', 'Theoretical']",English,,https://doi.org/10.4324/9781315180397,,,
1171,Doctoral Theses,Developing transnational strategy that opens a pathway for the delivery of education at an international branch campus that is relevant to the host students and region (Doctoral of Philosophy),"Leahy, D. L.",,,,,,,,,,2019,Northeastern University,"['conceptual publications', 'Theoretical']",,['Formal Education'],English,,https://doi.org/10.4324/9781315180397,,,
1182,Doctoral Theses,Visual and personal narratives: Telling the story of holistic global perspective development through a short-term international travel experience (Doctoral of Philosophy),"Shepard, M. R.",,,,,,,,,,2019,,"['educational partnerships', 'International Volunteering, study visits']",,[],English,,https://doi.org/10.4324/9781315180397,,,
110,Doctoral Theses,The Gaps between Values and Practices of Global Citizenship Education: A Critical Analysis of Global Citizenship Education in South Korea (Doctor of Philosophy),"Cho, Hye Seung",,,,,,,,,,2016,"University of Massachusetts Amherst, Amherst, MA, USA",['Policy related research'],,[],English,https://scholarworks.umass.edu/dissertations_2/736,https://doi.org/10.7275/9043848.0,,,
950,Doctoral Theses,Global and personal: exploring study abroad participants’ communication of their experiences in an online global education program,"Lam, S.",,,,,,,,,,2018,"Teachers College, Columbia University, Upper Manhattan, New York, US","['educational partnerships', 'International Volunteering, study visits']",,[],English,https://academiccommons.columbia.edu/doi/10.7916/D8CN8MDV,https://doi.org/10.7916/D8CN8MDV,,,
575,Doctoral Theses,Indigenizing Educational Policy; Our Shared Responsibility,"Prete, T.D.",,,,,,,,,,2018,"University of Alberta, Canada",['Policy related research'],,[],English,,https://doi.org/10.7939/R3J09WK32,,,
197,Doctoral Theses,A Discussion of Buddhist Understandings of Global Citizenship Education (Doctor of Philosophy),"Nguyen, T. A.",,,,,,,,,,2015,"University of Alberta, Canada","['conceptual publications', 'Theoretical']",,[],English,,https://doi.org/10.7939/R3Q52FM9N,,,
453,Doctoral Theses,Aspiring to a postcolonial engagement with the other: an investigation into student teachers' learning from their intercultural experiences during a South Indian study visit (Doctor of Philosophy),"Hoult, Simon",,,,,,,,,,2015,"Canterbury Christ Church University, Canterbury, UK","['educational partnerships', 'International Volunteering, study visits']",,[],English,https://repository.canterbury.ac.uk/item/8879v/aspiring-to-a-postcolonial-pedagogy-through-engagement-with-the-other-deepening-intercultural-learning-from-a-south-indian-study-visit,https://doi.org/9781138244870,,,
2514,Doctoral Theses,Experiential learning during study abroad sojourns: Catalyst for global competence development (Doctoral of Philosophy),"Pongitory, A. A.",,,,,,,,,,2020,Saint Joseph's University,"['conceptual publications', 'Theoretical']",,[],English,https://www.proquest.com/docview/2460775408/48AE9711AF444F8DPQ/30?accountid=14511,not found,,,
2518,Doctoral Theses,The effects of working with refugees on high school volunteers (Doctoral of Philosophy),"Pryle, M.",,,,,,,,,,2020,"Wilkes University, US",['Formal Education'],,"['Teacher education', 'training of trainers']",English,https://www.proquest.com/docview/2443588332/2313E4B124C441D1PQ/9?accountid=14511,not found,,,
2530,Doctoral Theses,"Globalization, policyscapes, and the complicated work of NGOs for education ""development"" and rights in urban pakistan ","Saba, A. M.",,,,,,,,,,2020,ProQuest Dissertations & Theses Global,['Higher education research'],,[],English,https://www.proquest.com/dissertations-theses/globalization-policyscapes-complicated-work-ngos/docview/2385399788/se-2?accountid=14511,not found,,,
2573,Doctoral Theses,A global set of dispositions? applying discrete-choice method to measure global citizenship dispositions of secondary-school students in two nations (Doctoral of Philosophy),"Thier, Michael ",,,,,,,,,,2020,University of Oregon. US,"['conceptual publications', 'Theoretical']",,['Higher education research'],English,https://www.proquest.com/docview/2436893355/DA3DFAD741844D1PQ/2?accountid=14511,not found,,,
111,Doctoral Theses,Negotiating Global Views: High School English as a Foreign Language Curriculum and Global Citizenship in Taiwan (Doctor of Philosophy),"Ho, Yann-Ru",,,,,,,,,,2017,University of California,['Policy related research'],,[],English,https://escholarship.org/uc/item/2gz842k2,not found,,,
112,Doctoral Theses,Young people’s experience of a democratic deficit in citizenship education in formal and informal settings in Scotland (Doctor of Philosophy),"Hong, B. P.",,,,,,,,,,2015,"University of Edinburgh, Edinburgh, Scotland",['Policy related research'],,[],English,http://hdl.handle.net/1842/16169,not found,,,
113,Doctoral Theses,Exploration of Soka Education Principles on Global Citizenship: A Qualitative Study of US K-3 Soka Educators (Doctor of Education),"Takazawa, M.",,,,,,,,,,2016,"University of San Francisco, San Francisco, CA, USA",['Policy related research'],,[],English,https://repository.usfca.edu/diss/324/,not found,,,
259,Doctoral Theses,Global citizenship and global school-links: perceptions from Tobago and the United Kingdom (Doctor of Education),"Allen, Yvette",,,,,,,,,,2016,"UCL Institute of Education, London, UK",['Formal Education'],,[],English,http://discovery.ucl.ac.uk/id/eprint/1508482,not found,,,
260,Doctoral Theses,Model United Nations in Greece: senior high school students’ perspectives on global citizenship (Doctor of Philosophy),"Bastaki, M.",,,,,,,,,,2017,"University of Birmingham, Birmingham, UK",['Formal Education'],,[],English,http://etheses.bham.ac.uk/7840/,not found,,,
261,Doctoral Theses,Responding to global poverty: young people in England learning about development (Doctor of Philosophy),"Brown, Katharine Jessie",,,,,,,,,,2015,"UCL Institute of Education, London, UK",['Formal Education'],,[],English,http://discovery.ucl.ac.uk/id/eprint/10021961,not found,,,
262,Doctoral Theses,Intercultural Education and the Building of Global Citizenship: Developing Intercultural Competence (Doctor of Education),"Chan, S.Y.",,,,,,,,,,2016,"Education University of Hong Kong, Hong Kong",['Formal Education'],,[],English,http://repository.lib.ied.edu.hk/pubdata/ir/link/pub/22395.pdf,not found,,,
265,Doctoral Theses,The relationship between technology integration and the development of global citizenship skills and attitudes in a Lebanese context (Doctor of Education),"Nicolas, S. S.",,,,,,,,,,2017,"Keele University, Keele, UK",['Formal Education'],,[],English,http://eprints.keele.ac.uk/id/eprint/3557,not found,,,
266,Doctoral Theses,A moral responsibility or an extra burden? A study on global education as part of Finnish basic education,"Pudas, Anna-Kaisa",,,,,,,,,,2015,University of Oulu Graduate School,['Formal Education'],,[],English,http://jultika.oulu.fi/files/isbn9789526208657.pdf,not found,,,
267,Doctoral Theses,Perspectives on global citizenship: Q methodology in the classroom (Doctor of Education),"Sklarwitz, S. R.",,,,,,,,,,2015,"Boston University, USA",['Formal Education'],,[],English,https://hdl.handle.net/2144/16038,not found,,,
268,Doctoral Theses,"An investigation into how a globalised lifestyle, international capital and an international schooling experience influence the identities and aspirations of young people (Doctor of Education)","Young, J. G.",,,,,,,,,,2016,"University of Leicester, Leicester, UK",['Formal Education'],,[],English,http://hdl.handle.net/2381/37026,not found,,,
282,Doctoral Theses,Exploring evaluation using social practice theory in development education: a longitudinal in-depth case study (Doctor of Philosophy),"Zozimo, J. P.",,,,,,,,,,2016,"Lancaster University, Lancaster, UK",['Non-formal education'],,[],English,http://eprints.lancs.ac.uk/id/eprint/81584,not found,,,
300,Doctoral Theses,"Sustainable livelihoods to adaptive capabilities: a global learning journey in a small state, Zanzibar (Doctoral thesis)","MacCallum, Cathryn S.",,,,,,,,,,2015,"UCL Institute of Education, London, UK","['community work', 'Informal education including youth work, media']",,[],English,http://discovery.ucl.ac.uk/id/eprint/10021711,not found,,,
409,Doctoral Theses,Does global citizenship education predict Identification with All Humanity? (Doctor of Education),"Belt, A. S.",,,,,,,,,,2016,"Western Kentucky University, Bowling Green, KY, USA",['Higher education research'],,[],English,https://digitalcommons.wku.edu/diss/103,not found,,,
412,Doctoral Theses,Identifying attitudes leading to a feeling of global citizenship: a mixed methods study of Saudi students studying English in higher education in the Kingdom of Saudi Arabia (Doctor of Education),"Love, D. H.",,,,,,,,,,2016,"University of Sussex, Brighton, UK",['Higher education research'],,[],English,http://sro.sussex.ac.uk/id/eprint/63381,not found,,,
451,Doctoral Theses,Towards more ethical engagements in North-South education sector partnerships,"Alasuutari, Hanna",,,,,,,,,,2015,University of Oulu Graduate School,"['educational partnerships', 'International Volunteering, study visits']",,[],English,http://jultika.oulu.fi/files/isbn9789526210568.pdf,not found,,,
454,Doctoral Theses,"Transformational Journeys: Volunteer Tourism, Non-Elite Youth and the Politics of the Self (Doctor of Philosophy)","Judge, R. C.",,,,,,,,,,2016,"UCL Institute of Education, London, UK","['educational partnerships', 'International Volunteering, study visits']",,[],English,http://discovery.ucl.ac.uk/id/eprint/1502450,not found,,,
455,Doctoral Theses,Exploring the emergence of global citizen identity in youth (Doctor of Education),"Padilla, Deborah Ann Farrington",,,,,,,,,,2016,"University of San Francisco, Los Angeles, CA, USA","['educational partnerships', 'International Volunteering, study visits']",,[],English,https://repository.usfca.edu/diss/304,not found,,,
462,Doctoral Theses,Cosmopolitan sentiment: motivating global justice,"Hobbs, J. J.",,,,,,,,,,2018,"University of Leeds, Leeds, UK","['conceptual publications', 'Theoretical']",,['Policy related research'],English,http://etheses.whiterose.ac.uk/20122/.,not found,,,
478,Doctoral Theses,"Recontexualisation of Global Education Agenda in Totally Pedagogising Society: A Case Study of Education for Sustainable Development in Japan, 서울대학교 대학원",전인선,,,,,,,,,,2018,서울대학교 대학원,['Policy related research'],,['Formal Education'],English,http://s-space.snu.ac.kr/handle/10371/140894,not found,,,
489,Doctoral Theses,A case study of the conception of curriculum internationalisation in a secondary school in Kazakhstan,"Khasseneyeva, A.",,,,,,,,,,2018,"Durham University. Durham, UK","['conceptual publications', 'Theoretical']",,['Formal Education'],English,http://etheses.dur.ac.uk/12559/1/Aliya_Thesis.pdf?DDD29+,not found,,,
498,Doctoral Theses,"Framing global poverty: European newspapers, NGO's and citizens and poverty in developing countries, Radboud University","Vossen, A.",,,,,,,,,,2018,Radboud University,"['conceptual publications', 'Theoretical']",,"['Informal education including youth work, media', 'community work']",English,https://repository.ubn.ru.nl/handle/2066/179270,not found,,,
504,Doctoral Theses,Practitioner Perspectives and Pedagogies in Globally-Minded World Language Educators,Degler M.J.,,,,,,,,,,2018,University of North Carolina,"['conceptual publications', 'Theoretical']",,"['Teacher education', 'training of trainers']",English,https://www.proquest.com/docview/2055744114?pq-origsite=gscholar&fromopenview=true,not found,,,
511,Doctoral Theses,The human image of global learning: the ethics and aesthetics of an educational idea,"Keitges, M.",,,,,,,,,,2018,"University of Illinois at Urbana-Champaign, US","['conceptual publications', 'Theoretical']",,['Higher education research'],English,https://www.ideals.illinois.edu/handle/2142/100948,not found,,,
520,Doctoral Theses,Through Their Lenses: Preservice Teachers' Perceptions of the Value of Their International Teaching Experiences,Howard K.,,,,,,,,,,2018,"Indiana University, Indiana, US","['training of trainers', 'Teacher education']",,"['International Volunteering, study visits', 'educational partnerships']",English,https://search.proquest.com/openview/5d0b31828d7fd541e46a137635b530ee/1?pq-origsite=gscholar&cbl=18750&diss=y,not found,,,
574,Doctoral Theses,Cosmopolitan sentiment: motivating global justice,"Hobbs, J. J.",,,,,,,,,,2018,"University of Leeds, Leeds, UK",['Policy related research'],,[],English,http://etheses.whiterose.ac.uk/20122/.,not found,,,
681,Doctoral Theses,How People Learn to Think Globally: Mapping and Measuring the Development of Internormative Cognition,"Conning, A. S.",,,,,,,,,,2018,"Harvard University, Cambridge, Massachusetts, US","['conceptual publications', 'Theoretical']",,[],English,https://dash.harvard.edu/handle/1/37935835,not found,,,
765,Doctoral Theses,Promoting global competence among high school students,"Budovalcev Konitzer, J.",,,,,,,,,,2018,"University of Pittsburgh, Pennsylvania. US",['Formal Education'],,[],English,http://d-scholarship.pitt.edu/35356/,not found,,,
766,Doctoral Theses,Perceptions of globalisation: how high school learners perceive and express their understanding of globalisation,"Cameron, S.S.",,,,,,,,,,2018,Stellenbosch University,['Formal Education'],,[],English,https://scholar.sun.ac.za/handle/10019.1/103347,not found,,,
767,Doctoral Theses,The International Baccalaureate Middle Years Programme: an inquiry into global citizenship in policy and curriculum documents,"Cochrane, M.",,,,,,,,,,2017,"University of Sheffield. Sheffield, UK",['Formal Education'],,[],English,http://etheses.whiterose.ac.uk/19894/.,not found,,,
768,Doctoral Theses,Mentoring program to promote global citizenship and internationalized education in high school students,"Hatton, A.",,,,,,,,,,2018,"California State University, Northridge",['Formal Education'],,[],English,http://scholarworks.csun.edu/handle/10211.3/203474,not found,,,
769,Doctoral Theses,Justice pedagogy: the possibilities and challenges for'thick'citizenship education amongst Australian school students,"Heggart, K. R.",,,,,,,,,,2018,"University of Technology, Sydney, Australia",['Formal Education'],,[],English,https://opus.lib.uts.edu.au/handle/10453/128003,not found,,,
770,Doctoral Theses,An explorator Japanese high-school English teachers' role as citizenship educatorsy study,"Hosack, I.T.",,,,,,,,,,2018,"University of York, UK",['Formal Education'],,[],English,http://etheses.whiterose.ac.uk/id/eprint/21018,not found,,,
771,Doctoral Theses,Peacebuilding citizenship education in a Muslim majority context: challenges and opportunities in Bangladeshi public schools,"Kaderi, A. S.",,,,,,,,,,2018,"University of Toronto, Canada",['Formal Education'],,[],English,https://tspace.library.utoronto.ca/handle/1807/92009,not found,,,
772,Doctoral Theses,A case study of the conception of curriculum internationalisation in a secondary school in Kazakhstan,"Khasseneyeva, A.",,,,,,,,,,2018,"Durham University. Durham, UK",['Formal Education'],,[],English,http://etheses.dur.ac.uk/12559/1/Aliya_Thesis.pdf?DDD29+,not found,,,
773,Doctoral Theses,Global citizenship education in the biology classroom: an exploratory study in Scotland,"Margiotta, R.",,,,,,,,,,2018,University of Glasgow,['Formal Education'],,[],English,http://theses.gla.ac.uk/9151/.,not found,,,
774,Doctoral Theses,Going Global in Costa Rica: A Mixed Method Study Examining Teachers of the International Baccalaureate Diploma Program and Its Growth in a Developing Country,"Mukherjee, E.C.",,,,,,,,,,2018,Florida Atlantic University,['Formal Education'],,[],English,https://search.proquest.com/openview/145564431cf4a0707158f3e0a090e4a3/1?pq-origsite=gscholar&cbl=18750&diss=y,not found,,,
776,Doctoral Theses,"Race, empire and the making of the global citizen in the Ontario curriculum (1920s-2010s)","Spina, N.",,,,,,,,,,2018,"University of Toronto, Canada",['Formal Education'],,[],English,https://www.proquest.com/docview/2139195052?pq-origsite=gscholar&fromopenview=true,not found,,,
777,Doctoral Theses,Urban teachers' understandings and uses of student funds of knowledge in the development of global competence,Tamerat J.,,,,,,,,,,2018,"Boston University, USA",['Formal Education'],,[],English,https://open.bu.edu/handle/2144/30698,not found,,,
778,Doctoral Theses,Global education: assets and challenges for global competency in catholic schools,"Winkel, N. B.",,,,,,,,,,2018,"Loyola Marymount University, Los Angeles, US",['Formal Education'],,[],English,https://digitalcommons.lmu.edu/etd/537/,not found,,,
779,Doctoral Theses,Recontexualisation of Global Education Agenda in Totally Pedagogising Society: A Case Study of Education for Sustainable Development in Japan,전인선,,,,,,,,,,2018,서울대학교 대학원,['Formal Education'],,[],English,http://s-space.snu.ac.kr/handle/10371/140894,not found,,,
796,Doctoral Theses,A Case Study to Understand Global Awareness Among a Christian Homeschooling Group,"Beck, B.",,,,,,,,,,2018,Liberty University,['Non-formal education'],,[],English,https://digitalcommons.liberty.edu/doctoral/1687/,not found,,,
797,Doctoral Theses,Global citizenship education: a case study of the UK-based non-governmental organisation Reading International Solidarity Centre,"Royant, L.",,,,,,,,,,2018,"University of Reading, Berkshire, UK",['Non-formal education'],,[],English,http://centaur.reading.ac.uk/78877/,not found,,,
824,Doctoral Theses,The Process of Mentoring Iranian American Youth to Become Global Citizens: A qualitative Approach,"Bolourieh, F.",,,,,,,,,,2018,"California State University, Fullerton, USA","['community work', 'Informal education including youth work, media']",,[],English,https://search.proquest.com/docview/2027309209?accountid=14511,not found,,,
825,Doctoral Theses,"Exploring the potential of cultural events to facilitate intercultural understanding, global citizenship and peace: a longitudinal case study of Llangollen International Musical Eisteddfod","Davies, K.",,,,,,,,,,2017,"Cardiff Metropolitan University. Cardiff, UK","['community work', 'Informal education including youth work, media']",,[],English,https://repository.cardiffmet.ac.uk/handle/10369/9571,not found,,,
